Program,Site Name,City,State,Latitude,Longitude
Brownfield,Pawtuxet River Park Lot 2706,Cranston,RI,41.764,-71.41679
Brownfield,Pawtuxet River Park Lot 911,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 912,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 913,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 914,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 915,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 916,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 967,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 968,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 969,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 970,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 971,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 972,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 973,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 974,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 975,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 976,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 980,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 988,Cranston,RI,41.764,-71.41679
Brownfield,Pawtuxet River Park Lot 995,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 996,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 997,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 998,Cranston,RI,41.76575,-71.41926
Brownfield,Pawtuxet River Park Lot 999,Cranston,RI,41.76575,-71.41926
Brownfield,"Time Plating, Inc. - Lot 3137",Cranston,RI,41.78672,-71.47151
Brownfield,"Time Plating, Inc. - Lot 3138",Cranston,RI,41.78988,-71.47103
Brownfield,"Time Plating, Inc. - Lot 3160",Cranston,RI,41.78672,-71.47151
Brownfield,Pawtuxet River Park Lot 1004,Crasnton,RI,41.76575,-71.41926
Brownfield,Stillwater Mills,Harrisville,RI,41.9654,-71.67538
Brownfield,Dr. Golf,Pawtucket,RI,41.87974,-71.39339
Brownfield,Pawtucket Armory,Pawtucket,RI,41.88004,-71.38019
Brownfield,Former Ponagansett Landfill (67 Melissa Street),Providence,RI,41.820833,-71.459722
Brownfield,Former Union Smelting & Refining Works,Providence,RI,41.80735,-71.40996
Brownfield,Meeting Street National Center of Excellence,Providence,RI,41.80128,-71.405216
Brownfield,Knowles Mill,Richmond,RI,41.4478,-71.6427
Brownfield,Jamiel Park & Former Landfill,Warren,RI,41.74715,-71.27184
RCRA,Huntington Alloys Corporation,Huntington,WV,38.412071,-82.38218
Brownfield,West Warwick Senior Center - Lot 497,West Warwick,RI,41.70398,-71.52627
Brownfield,West Warwick Senior Center - Lot 501,West Warwick,RI,41.70398,-71.52627
Brownfield,West Warwick Senior Center - Lot 502,West Warwick,RI,41.70398,-71.52627
Brownfield,"West Warwick Senior Center - Lots 482, 484-85, 496",West Warwick,RI,41.70398,-71.52627
Brownfield,"West Warwick Senior Center - Lots 493, 498",West Warwick,RI,41.70395,-71.52627
Brownfield,Former FDS Industries,Woonsocket,RI,42.00351,-71.50311
Brownfield,"Woonsocket Spinning Mill AP 49, Lot 2",Woonsocket,RI,42.00388,-71.48498
Brownfield,"Woonsocket Spinning Mill AP 49, Lot 246",Woonsocket,RI,42.00388,-71.48498
Brownfield,Dick's Motor Service (NAPA Building),Allendale,SC,33.00966,-81.30726
Brownfield,Williams Grocery,Anderson,SC,34.4963,-82.65427
Brownfield,Tals Quick Shop,Andrews,SC,33.47074,-79.56115
Brownfield,C H Ragsdale Grocery,Blair,SC,34.41819,-81.40309
Brownfield,Bluffton Landfill,Bluffton,SC,32.268,-80.889
Brownfield,Bobby Jones Grocery,Camden,SC,32.2417,-80.6022
Brownfield,Bucks Grocery,Camden,SC,34.1865,-80.4753
Brownfield,Big D's Restaurant,Charleston,SC,32.8128,-79.9544
Brownfield,Seminole Mill,Clearwater,SC,33.499722,-81.891944
Brownfield,Columbia College Parcels A & B,Columbia,SC,34.04572,-81.03328
Brownfield,Olympia 1,COLUMBIA,SC,33.98599,-81.03515
Brownfield,Olympia 2,COLUMBIA,SC,33.9854,-81.037
Brownfield,Randy's Auto Parts,Denmark,SC,33.3265,-81.143
Brownfield,Henry Wilson Station,Elliot,SC,34.10579,-80.16409
Brownfield,Republic Mill #1,Great Falls,SC,34.571092,-80.894839
Brownfield,Sasso Property,Greenville,SC,34.8578,-82.4122
Brownfield,Welborn Street Property,Greenville,SC,34.8538,-82.4146
Brownfield,Former Freight Depot Property,Greenwood,SC,34.16823,-82.14247
Brownfield,Former Greenwood Mills Foundry,Greenwood,SC,34.17003,-82.14249
Brownfield,Campbells Service Center,Jackson,SC,33.32881,-81.79338
Brownfield,Former Wellington Leisure Products,Jonesville,SC,34.833611,-81.685194
Brownfield,Morehead Oil Bulk Plant,Newberry,SC,34.29642,-81.62482
Brownfield,Lloyd Cannadys Place,Parksville,SC,33.754,-82.20235
Brownfield,Alicia Automotive,Pelzer,SC,34.67245,-82.39877
Brownfield,White's Convenience Store,Pineland,SC,32.6004,-81.16092
Brownfield,Schumperts Store,Prosperity,SC,34.2176,-81.50699
Brownfield,Former Oakland Avenue Station,Rock Hill,SC,34.93108,-81.02299
Brownfield,Arkwright Mills,Spartanburg,SC,34.9293,-81.93066
Brownfield,McAbee Property,Spartanburg,SC,34.98699,-81.93461
Brownfield,North Street Dump,Spartanburg,SC,34.95096,-81.92982
Brownfield,Interstate Truck Terminal,Ulmer,SC,33.101,-81.1984
Brownfield,Princes Grocery,Union,SC,34.6489,-81.7636
Brownfield,Rohde Shop-Rite,Walterboro,SC,32.8937,-80.6627
Brownfield,Fly Ash Landfill at former Riegel Mill,Ware Shoals,SC,34.4,-82.242
Brownfield,Nickelpumper 233,Yemassee,SC,32.6298,-80.8786
Brownfield,Old School Building (White Horse),Dewey County,SD,45.16116,-100.5309
Brownfield,Former Bosse Oil Company Property,Elk Point,SD,42.685167,-96.678111
Brownfield,Durkin Dump property,Lower Brule,SD,44.222222,-99.608611
Brownfield,Kids Pond Dump property,Lower Brule,SD,44.072208,-99.594231
Brownfield,Rodeo Grounds Dump,Lower Brule,SD,44.080897,-99.585319
Brownfield,Complex North Development,Parker,SD,43.4056,-97.125
Brownfield,Parker Meadows,Parker,SD,43.4028,-97.1167
Brownfield,Former Watertown Coal Gasification Plant,Qatertown,SD,44.903056,-96.881111
Brownfield,A & B Business Equipment,Sioux Falls,SD,43.5681,-96.73267
Brownfield,Phillips Avenue (Pitts Salvage Yard),Sioux Falls,SD,43.55563,-96.72663
Brownfield,"Girls Dorm, Crow Creek Tribal School",Stephan,SD,44.24795,-99.45584
Brownfield,"Block 47 and 70 - Property 1 (lots 6,7,8 & 9)",Yankton,SD,42.868333,-97.385278
Brownfield,Block 47 and 70 - Property 2,Yankton,SD,42.868611,-97.384444
Brownfield,Former Acme Boot Facility,Clarksville,TN,36.52106,-87.34513
Brownfield,Bob's Auto Body and Salvage (East Property),Cookeville,TN,36.169211,-88.522058
Brownfield,Bob's Auto Body and Salvage (West Property),Cookeville,TN,36.172364,-85.530538
Brownfield,Decaturville Sportswear Property,Decaturville,TN,35.582939,-88.117389
Brownfield,Cherokee Industrial Park,Elizabethton,TN,36.353,-82.22482
Brownfield,Clinch River Corporation,Harriman,TN,35.9322,-84.5416
Brownfield,Riverview Apartments,Kingsport,TN,36.53847,-82.55279
Brownfield,Brookside Mills,Knoxville,TN,35.97712,-83.93566
Brownfield,Lenoir Car Works,Lenoir City,TN,35.814167,-84.341111
Brownfield,Rolling Mill Hill,Nashville,TN,36.1577,-86.7685
Brownfield,Former Mohawk Mills,Newport,TN,35.967425,-83.189133
Brownfield,Rockwood Iron & Metal,Rockwood,TN,35.8836,-84.6992
Brownfield,"Former RB Disposal Systems, Inc. Property",Andrews,TX,32.316,-102.5306
Brownfield,Cesar Chavex 2412,Austin,TX,30.25504,-97.71772
Brownfield,E 5th Street 2715,Austin,TX,30.2563,-97.71154
Brownfield,Groves Landfill,Austin,TX,30.24272,-97.69566
Brownfield,Manor 1900,Austin,TX,30.284018,-97.721962
Brownfield,Springdale Road 1189,Austin,TX,30.278748,-97.696935
Brownfield,W.G. Jones Texas State Forest,Conroe,TX,30.2261,-95.495
Brownfield,1524 and 1526 East Clarendon Drive,Dallas,TX,32.748383,-96.800011
Brownfield,2920 N. Beckley Avenue,Dallas,TX,32.77828,-96.82534
Brownfield,700 and 701 Belleview Street,Dallas,TX,32.77004,-96.7945
Brownfield,Alford Refrigerated Warehouse property,Dallas,TX,32.765335,-96.800463
Brownfield,BAC5 Business and Job Training Complex,Dallas,TX,32.6477,-96.8207
Brownfield,Belleview-Lamar Condos,Dallas,TX,32.76964,-96.79566
Brownfield,Grand Plaza Shopping Center,Dallas,TX,32.775417,-96.767944
Brownfield,St. Mary Mixed Use Development,Dallas,TX,32.77512,-96.85078
Brownfield,St. Mary Mixed Use Development,Dallas,TX,32.77512,-96.85078
Brownfield,St. Mary Mixed Use Development,Dallas,TX,32.77512,-96.85078
Brownfield,St. Mary Mixed Use Development,Dallas,TX,32.77512,-96.85078
Brownfield,St. Mary Mixed Use Development,Dallas,TX,32.77509,-96.84866
Brownfield,St. Mary Mixed Use Development - Lot 17 Muncie Ave,Dallas,TX,32.77509,-96.84866
Brownfield,Undeveloped Property at 1320 Bickers Street,Dallas,TX,32.7868,-96.8429
Brownfield,1000 Evans,Fort Worth,TX,32.73446,-97.31831
Brownfield,2451 E. Vickery,Fort Worth,TX,32.73636,-97.29213
Brownfield,3000 Mississippi Ave.,Fort Worth,TX,32.70823,-97.3124
Brownfield,"3010 Decatur, Lot 11",Fort Worth,TX,32.7983,-97.3374
Brownfield,"3010 Decatur, Lot 12",Fort Worth,TX,32.7983,-97.3374
Brownfield,"3160 Hardy Street, Blk 4, Lot 2A",Fort Worth,TX,32.80144,-97.33627
Brownfield,"3206 Oscar Ave, Blk 33, Lot 9",Fort Worth,TX,32.80228,-97.33145
Brownfield,"3207 Oscar Ave, Blk 34, Lot 4",Fort Worth,TX,32.80228,-97.33145
Brownfield,"3208 Oscar, Blk 33, Lot 8",Fort Worth,TX,32.80273,-97.33144
Brownfield,"3210 Oscar Ave., Blk 33, Lot 7",Fort Worth,TX,32.80273,-97.33144
Brownfield,3616 E. Lancaster,Fort Worth,TX,32.74104,-97.27177
Brownfield,7324 Trimble,Fort Worth,TX,32.63995,-97.33234
Brownfield,Texas Tanning,Fort Worth,TX,32.81152,-97.34758
Brownfield,Compton Tanks,Fulton,TX,28.1084,-97.029
Brownfield,Former DDI Facility,Garland,TX,32.909783,-95.391122
Brownfield,Holford Road Property,Garland,TX,32.96,-96.366
Brownfield,2315 Stonewall St,Greenville,TX,33.14068,-96.106898
Brownfield,2510 Pickett Street,Greenville,TX,33.138436,-96.106549
Brownfield,2600 Wesley Street,Greenville,TX,33.138705,-96.109134
Brownfield,2601 King Street,Greenville,TX,33.14256,-96.11202
Brownfield,2704 Lee Street,Greenville,TX,33.140027,-96.108259
Brownfield,2710 King Street,Greenville,TX,33.137786,-96.111196
Brownfield,2711 Lee Street,Greenville,TX,33.139671,-96.108489
Brownfield,2713 Stonewall Street,Greenville,TX,33.13886,-96.10786
Brownfield,2920 Washington Street,Greenville,TX,33.139282,-96.11059
Brownfield,3618 Washington Street - Church Annex,Greenville,TX,33.14236,-96.10345
Brownfield,3620 Washington Street,Greenville,TX,33.139395,-96.117768
Brownfield,3621 Lee Street - Vacant Lot,Greenville,TX,33.14266,-96.1163
Brownfield,3704 Washington Street - Vacant Lot,Greenville,TX,33.14266,-96.1163
Brownfield,3714 Lee Street - Vacant Lot,Greenville,TX,33.14276,-96.12059
Brownfield,4009 (4011) Lee Street,Greenville,TX,33.139911,-96.122269
Brownfield,4616 Lee Street,Greenville,TX,33.140848,-96.129103
Brownfield,Cadillac Hotel,Greenville,TX,33.12918,-96.107828
Brownfield,Former Maintenance Facility,Greenville,TX,33.14059,-96.107397
Brownfield,Former Tasco Transmissions,Greenville,TX,33.139985,-96.112979
Brownfield,Former US Post Office,Greenville,TX,33.140134,-96.110818
Brownfield,"Motorcycle shop and gift shop, 2901-2905 Lee St",Greenville,TX,33.139702,-96.110104
Brownfield,Vacant Lot,Greenville,TX,33.140211,-96.114483
Brownfield,0 Scott St.,Houston,TX,29.63951,-95.37169
Brownfield,4600 Clinton Dr.,Houston,TX,29.76532,-95.32408
Brownfield,Autumn Joy Senior Citizen Facility,Houston,TX,29.640093,-95.35576
Brownfield,Community Family Centers Tracts,Houston,TX,29.7375,-95.2948
Brownfield,Coolgreen Park and Golf Course,Houston,TX,29.799884,-95.213747
Brownfield,Crystal Springs Apartments,Houston,TX,29.63742,-95.32759
Brownfield,Daisy Cash Property,Houston,TX,29.72165,-95.28318
Brownfield,Doris Jefferson Property B,Houston,TX,29.72232,-95.28236
Brownfield,Doris Jefferson Property C,Houston,TX,29.72257,-95.28237
Brownfield,Emily Robinson Property,Houston,TX,29.72164,-95.28296
Brownfield,Former Jefferson Davis Hospital,Houston,TX,29.767222,-94.631944
Brownfield,Henry Cash Property,Houston,TX,29.7224,-95.2824
Brownfield,Joe Cash Property,Houston,TX,29.72252,-95.28239
Brownfield,Ohmart Property,Houston,TX,29.764617,-95.323682
Brownfield,Olivet Missionary Baptist Church Project,Houston,TX,29.774954,-95.339371
Brownfield,Taylor Heirs Property,Houston,TX,29.67069,-95.39747
Brownfield,Turner Property,Houston,TX,29.709411,-95.313823
Brownfield,Crockett Concrete Batch Plant,Irving,TX,32.82181,-96.94579
Brownfield,Tract 1,Kilgore,TX,32.38078,-94.88049
Brownfield,Tract 2,Kilgore,TX,32.3789,-94.8792
Brownfield,Tract 3,Kilgore,TX,32.3754,-94.8825
Brownfield,Port Iron and Supply,Port Arthur,TX,29.86862,-93.94122
Brownfield,Sabine Hotel,Port Arthur,TX,29.87408,-93.93505
Brownfield,Fordyce Property Tract II,Rio Grande City,TX,26.220525,-98.511282
Brownfield,Fordyce Tract 1,Rio Grande City,TX,26.375419,-97.151503
Brownfield,Nueces County Fairgrounds Property,Robstown,TX,27.793357,-97.63306
Brownfield,Old Halbert Hospital,Rosebud,TX,31.078889,-96.9725
Brownfield,"4200 Arena Drive, Wichita Falls",Wichita Falls,TX,33.8719,-98.6078
Brownfield,Jefferson School Apartments,Salt Lake City,UT,40.7468,-111.89256
Brownfield,White Mesa Abandoned Housing Project,White Mesa,UT,37.468333,-109.4675
Brownfield,White Mesa Asbestos Dumps,White Mesa,UT,37.468333,-109.4675
Brownfield,Former Nowlin Steelcraft,Hampton,VA,37.03322,-76.34135
Brownfield,Former Pete's Top Shop,Hampton,VA,37.03136,-76.34581
Brownfield,Ron's Hydraulic,Hampton,VA,37.03307,-76.35484
Brownfield,1017 W. Graham Street,Richmond,VA,37.56532,-77.4445
Brownfield,1300 N. 25th Street,Richmond,VA,37.54081,-77.40974
Brownfield,1401 Railroad Avenue,Richmond,VA,37.53,-77.44
Brownfield,1806 E Main St,Richmond,VA,37.53,-77.43
Brownfield,400-18 W 12th Street,Richmond,VA,37.52,-77.45
Brownfield,501 Oliver Hill Way,Richmond,VA,37.54,-77.42
Brownfield,504 W Broad Street,Richmond,VA,37.55,-77.45
Brownfield,521-23 North Adams Street,Richmond,VA,37.54916,-77.4417
Brownfield,630 N. 2nd Street,Richmond,VA,37.54926,-77.43718
Brownfield,720 Goodin Street,Richmond,VA,37.52,-77.41
Brownfield,800 Semmes Avenue,Richmond,VA,37.53,-77.45
Brownfield,923 N. 2nd Street,Richmond,VA,37.5511,-77.43497
Brownfield,"Virginia Scrap Iron & Metal Company, Inc.",Roanoke,VA,37.25762,-79.940811
Brownfield,"PS Service Station, Former Hess Station",Arlington,VT,43.103444,-73.213788
Brownfield,46 Canal Street,Bellows Falls,VT,43.13536,-72.44543
Brownfield,Meatland/Gates Garage,Bellows Falls,VT,43.09439,-72.44442
Brownfield,Jard Chemical Company / BCIC Jard,Bennington,VT,42.8919,-73.18868
Brownfield,Brattleboro Basketville,Brattleboro,VT,42.84794,-72.56585
Brownfield,Estey Organ Factory Complex,Brattleboro,VT,42.84794,-72.56585
Brownfield,Former Estey Organ Factory Property,Brattleboro,VT,42.8478,-72.5665
Brownfield,Browns Court,Burlington,VT,44.474975,-73.213581
Brownfield,Goddard Trucking Facility,Castleton,VT,43.6072,-73.198656
Brownfield,Proctorsville Village Property,Cavendish,VT,43.38251,-72.63837
Brownfield,Flory's Plaza,Center Rutland,VT,43.36544,-73.169
Brownfield,JCJ Property,Chester,VT,43.253071,-72.578057
Brownfield,North Dorset Gas Station,East Dorset,VT,43.286111,-73.001111
Brownfield,Diesel #1 Building,Enosburg Falls,VT,44.902101,-72.806644
Brownfield,Jack Burke's Auto Repair,Fair Haven,VT,43.58829,-73.2695
Brownfield,Outlet Property,Fair Haven,VT,43.591397,-73.266753
Brownfield,Friends of Algiers Village Property # 1,Guilford,VT,42.80177,-72.59701
Brownfield,Newport Plastics - NCIC Property,Lyndon,VT,44.5475,-72.01967
Brownfield,Parker's Service Station,Middletown Springs,VT,43.290638,-73.07059
Brownfield,Former Polygraphic Company of America,North Bennington,VT,42.91442,-73.24683
Brownfield,Former Commercial Property,Pownal,VT,42.797222,-73.223611
Brownfield,Putney Basketville,Putney,VT,42.97665,-72.52153
Brownfield,Putney Senior Housing,Putney,VT,42.97305,-72.52168
Brownfield,Sand Hill Road,Putney,VT,42.982,-72.5222
Brownfield,Readsboro Masonic Hall,Readsboro,VT,42.77257,-72.94771
Brownfield,Silver Towers Camp,Ripton,VT,43.95528,-73.02458
Brownfield,Westwood Garage,Royalton,VT,43.77456,-72.44656
Brownfield,Boardman Hill Farm,Rutland,VT,43.604514,-73.001708
Brownfield,Butterfield Property,Rutland,VT,43.631111,-72.976666
Brownfield,Hour Mart,Rutland,VT,43.60686,-72.987261
Brownfield,Jones Center,Springfield,VT,43.28532,-72.47205
Brownfield,Lucas Industries Properties,Springfield,VT,43.28892,-72.4719
Brownfield,PVDC (Former Fellows Gear Shaper),Springfield,VT,43.30369,-72.48855
Brownfield,"AFB,LLC/Laroe/Former St. Albans Radar Station",St. Albans,VT,44.783775,-73.061215
Brownfield,Field of Dreams,St. Albans,VT,44.825985,-73.104138
Brownfield,Former Fonda Container Company/Solo Cup,St. Albans,VT,44.81964,-73.08386
Brownfield,Leader Evaporator,St. Albans,VT,44.8083,-73.0858
Brownfield,Lewis Auto Body,St. Albans,VT,44.809276,-73.08625
Brownfield,St. Albans Municipal Parking Lot No. 1,St. Albans,VT,44.4842,-73.0504
Brownfield,Litchfield Property,Swanton,VT,44.911186,-73.111656
Brownfield,Swanton Town Garage,Swanton,VT,44.9168,-73.1139
Brownfield,133 Marcoux Drive (RACLT #1),Windsor,VT,43.4797,-72.3873
Brownfield,135 Marcoux Drive (RACLT #2),Windsor,VT,43.4797,-72.3873
Brownfield,139 Etta Frasier Drive,Windsor,VT,43.4797,-72.3873
Brownfield,18 Central Street,Windsor,VT,43.47964,-72.38483
Brownfield,Former Windsor Gas Light Company,Windsor,VT,43.48144,-72.38475
Brownfield,Windsor Welcome Center,Windsor,VT,43.47964,-72.38483
Brownfield,The Jungle,Woodstock,VT,43.62639,-72.5049
Brownfield,Woodstock Town Garage,Woodstock,VT,43.60243,-72.56288
Brownfield,Autobody Shop and Wood Product Storage,Aberdeen,WA,46.97401,-123.81642
Brownfield,Automobile Parking Lot,Aberdeen,WA,46.97399,-123.81905
Brownfield,Automotive Repair and Used Car Lot,Aberdeen,WA,46.97399,-123.81905
Brownfield,City Center Service Station,Aberdeen,WA,46.9733,-123.82035
Brownfield,Former Recycling Center (2 Parcels),Aberdeen,WA,46.972725,-123.816276
Brownfield,Former Restaurant,Aberdeen,WA,46.97579,-123.81775
Brownfield,Rocky Pizza and Commercial Offices,Aberdeen,WA,46.97399,-123.81905
Brownfield,City of Auburn (Crites-Huff property),Auburn,WA,47.3138,-122.2638
Brownfield,King County Property Services,Auburn,WA,47.28466,-122.03499
Brownfield,Pacific Northwest Salmon Center,Belfair,WA,47.43933,-122.83688
Brownfield,Little Squalicum,Bellingham,WA,48.767084,-122.51205
Brownfield,Simon and Sons,Bothell,WA,47.75975,-122.20957
Brownfield,Ultra Custom Care,Bothell,WA,47.76108,-122.20702
Brownfield,Old Bremerton Gasworks and Sesko Site,Bremerton,WA,47.57773,-122.64278
Brownfield,Earl Crofoot Property,Brewster,WA,48,-118.6339
Brownfield,Colombia Lace,Bridgeport,WA,48.01611,-118.6339
Brownfield,River Avenue City Property,Buckley,WA,47.15868,-122.03397
Brownfield,City of Des Moines,Des Moines,WA,47.40194,-122.3284
Brownfield,Christensen Property,Enumclaw,WA,47.20545,-121.98692
Brownfield,Coast Real Estate Services,Enumclaw,WA,47.19736,-121.97948
Brownfield,Hancock Timber Resource Group,Enumclaw,WA,47.20689,-122.0978
Brownfield,Inchelium Wood Treatment Plant,Inchelium,WA,48,-118.2072
Brownfield,Iron Creek Release Property,Keller,WA,48.15106,-118.62373
Brownfield,Carol McCullough,Kent,WA,47.4169,-122.14394
Brownfield,Nespelem Transfer Station,Nespelem,WA,48.13581,-119.0035
Brownfield,Tribal Fish and Wildlife Department,Nespelem,WA,48.1445,-119.0015
Brownfield,South Cove Property,North Bend,WA,47.49264,-121.63531
Brownfield,Northport Former Mill Property,Northport,WA,48.97342,-117.78571
Brownfield,"Chief Joseph Orchards, Peniel Ranch",Okanogan,WA,48.105,-119.25111
Brownfield,West Olympia Landfill,Olympia,WA,47.0354,-122.95572
Brownfield,American Tower Bunker,Port Angeles,WA,48.13818,-123.539
Brownfield,Mitchell Avenue Phase II,Port Orchard,WA,47.535,-122.6261
Brownfield,King County,Renton,WA,47.46655,-122.10531
Brownfield,Chubby and Tubby,Seattle,WA,47.57328,-122.29563
Brownfield,Colman Building,Seattle,WA,47.613,-122.303
Brownfield,Former Nu Way Cleaners/SHA 12th Avenue site,Seattle,WA,47.61206,-122.31719
Brownfield,Ninth and Jefferson Street Building,Seattle,WA,47.61067,-122.3234
Brownfield,Rainier Court Phase II (the Dakota),Seattle,WA,47.5707,-122.2905
Brownfield,Rainier Court Phase IV (The Home Ownership Project,Seattle,WA,47.57087,-122.28934
Brownfield,Dungeness Golf and Country Club,Sequim,WA,48.117159,-123.173559
Brownfield,Gadamus (Log Cabin),Sequim,WA,48.049127,-123.037699
Brownfield,Jimmycomelately/Sequim Bay Log Yard,Sequim,WA,48.02609,-123.01207
Brownfield,Valaske - aka Dickey Birds,Sequim,WA,48.019956,-123.00323
Brownfield,South Bend Turner Shell Station - 2 Lots,South Bend,WA,46.667,-123.813
Brownfield,Riverfront Properties (Kendall Properties),Spokane,WA,47.66174,-117.43951
Brownfield,Old Highway Garage,Sprague,WA,47.30032,-117.97488
Brownfield,Crittendon Property,Tacoma,WA,47.2398,-122.449
Brownfield,Easley Property,Tacoma,WA,47.2522,-122.4511
Brownfield,Martin Luther King Housing Development Property,Tacoma,WA,47.2522,-122.4511
Brownfield,Salvation Army Property,Tacoma,WA,47.2501,-122.4835
Brownfield,Shaub-Ellison Parcel,Tacoma,WA,47.24505,-122.43675
Brownfield,Harrington-Beall Greenhouses,Vashon Island,WA,47.43814,-122.45094
Brownfield,Georgetown Cleaners North,Fond du Lac,WI,43.78487,-88.44784
Brownfield,Former Bell Salvage Yard,Keshena,WI,44.8926,-88.6461
Brownfield,Former Tomow Salvage Yard,Keshena,WI,44.89777,-88.61653
Brownfield,Maskewit Road Unauthorized Dumping Property,Keshena,WI,44.868861,-88.517
Brownfield,Highway 47 Salvage Yard,Lac du Flambeau,WI,45.9815,-89.916033
Brownfield,Property #1,Madison,WI,43.030722,-89.017876
Brownfield,Property #10,Madison,WI,43.034083,-89.382639
Brownfield,Property #11,Madison,WI,43.033806,-89.383944
Brownfield,Property #12,Madison,WI,43.034417,-89.383944
Brownfield,Property #13,Madison,WI,43.035222,-89.380861
Brownfield,Property #2,Madison,WI,43.0305,-89.384778
Brownfield,Property #3,Madison,WI,43.030861,-89.018139
Brownfield,Property #4,Madison,WI,43.032,-89.38375
Brownfield,Property #5,Madison,WI,43.030972,-89.382722
Brownfield,Property #6,Madison,WI,43.032333,-89.387222
Brownfield,Property #7,Madison,WI,43.032222,-89.381639
Brownfield,Property #8,Madison,WI,43.033194,-89.382583
Brownfield,Property #9,Madison,WI,43.034194,-89.381194
Brownfield,1205 W. Mt. Vernon,Milwaukee,WI,43.033711,-87.927612
Brownfield,1605 North 31st Street,Milwaukee,WI,43.05351,-87.95409
Brownfield,1805 W. State Street,Milwaukee,WI,43.04465,-87.93676
Brownfield,1843-45 N. 30th St.,Milwaukee,WI,43.05533,-87.95166
Brownfield,2024-40 W. Fond du Lac Ave.,Milwaukee,WI,43.05371,-87.92953
Brownfield,2048-60 N. 31st Street,Milwaukee,WI,43.05893,-87.95171
Brownfield,2055-63 N. 30th Street,Milwaukee,WI,43.05893,-87.95171
Brownfield,20th and Walnut,Milwaukee,WI,43.05379,-87.91971
Brownfield,2529 W. North Ave.,Milwaukee,WI,43.06078,-87.94683
Brownfield,2636 N. 30th Street,Milwaukee,WI,43.06794,-87.95186
Brownfield,3020 W. Fond Du Lac Avenue,Milwaukee,WI,43.07154,-87.95191
Brownfield,3030 W. Fond Du Lac Avenue,Milwaukee,WI,43.07154,-87.95191
Brownfield,3033 W. Walnut St.,Milwaukee,WI,43.05353,-87.95163
Brownfield,3033-R W. Lisbon Ave.,Milwaukee,WI,43.05533,-87.95166
Brownfield,3034 W. Lisbon Ave.,Milwaukee,WI,43.05533,-87.95166
Brownfield,3044 W. Lisbon Ave.,Milwaukee,WI,43.05533,-87.95166
Brownfield,3045 West Walnut Street,Milwaukee,WI,43.05353,-87.95163
Brownfield,3131 & 3139 N. 31st St.,Milwaukee,WI,43.07694,-87.952
Brownfield,4101 & 4131 North 31st Street,Milwaukee,WI,43.09315,-87.95225
Brownfield,4720 W. Lisbon Ave,Milwaukee,WI,43.06235,-87.97388
Brownfield,821-33 East Locust Street / Garden Park,Milwaukee,WI,43.07196,-87.90033
Brownfield,Former Ampco Foundry Site,Milwaukee,WI,43.01203,-87.96081
Brownfield,Garfield Park Development,Milwaukee,WI,43.06073,-87.95174
Brownfield,Kauffman House,Milwaukee,WI,43.0286,-87.91564
Brownfield,Milwaukee Shops Property,Milwaukee,WI,43.03362,-87.9636
Brownfield,2880 N. 30th St.,Miwaukee,WI,43.07154,-87.95191
Brownfield,3201 N. 27th Street,Miwaukee,WI,43.07878,-87.94711
Brownfield,Former Camp 33 Unauthorized Dumping Site,Near Village Neopit,WI,44.974222,-88.901028
Brownfield,Land adjacent to former Boivin Oil LUST Property,Neopit,WI,45.148611,-88.92
Brownfield,1 East 8th Street,Oshkosh,WI,44.0105,-88.5419
Brownfield,15 West 7th Avenue,Oshkosh,WI,44.0115,-88.5385
Brownfield,1724 Algoma Boulevard,Oshkosh,WI,44.0344,-88.5574
Brownfield,248 Dakota Street,Oshkosh,WI,44.0162,-88.5568
Brownfield,690 West 3rd Avenue,Oshkosh,WI,44.0155,-88.5571
Brownfield,Boat Works,Oshkosh,WI,44.0142,-88.55
Brownfield,Jackson Glass,Oshkosh,WI,44.0183,-88.5431
Brownfield,Mercury Marine of Marion/Pearl Redevelopment,Oshkosh,WI,44.0146,-88.5378
